GO term	COGs	GO term name	Number of COGs	IC	SuperCOGs	Number of SuperCOGs
GO:0001763	{'D'}	morphogenesis of a branching structure	1	9.9907	{'supercog1'}	1
GO:0001764	{'N'}	neuron migration	1	10.6774	{'supercog1'}	1
GO:0001765	{'M'}	membrane raft assembly	1	13.7648	{'supercog1'}	1
GO:0001771	{'T'}	immunological synapse formation	1	13.9763	{'supercog1'}	1
GO:0001772	{'M'}	immunological synapse	1	12.9023	{'supercog1'}	1
GO:0001774	{'T'}	microglial cell activation	1	12.247	{'supercog1'}	1
GO:0001775	{'T'}	cell activation	1	6.6454	{'supercog1'}	1
GO:0001776	{'W'}	leukocyte homeostasis	1	10.8934	{'supercog1'}	1
GO:0001778	{'M'}	plasma membrane repair	1	14.0543	{'supercog1'}	1
GO:0001779	{'W', 'T'}	natural killer cell differentiation	2	12.9389	{'supercog1'}	1
GO:0001780	{'W'}	neutrophil homeostasis	1	14.2243	{'supercog1'}	1
GO:0001783	{'D'}	B cell apoptotic process	1	11.9955	{'supercog1'}	1
GO:0001786	{'E'}	phosphatidylserine binding	1	11.5518	{'supercog2'}	1
GO:0001787	{'D', 'W', 'T'}	natural killer cell proliferation	3	14.2243	{'supercog1'}	1
GO:0001816	{'K'}	cytokine production	1	7.4661	{'supercog3'}	1
GO:0001817	{'T', 'K'}	regulation of cytokine production	2	7.616	{'supercog3', 'supercog1'}	2
GO:0001818	{'K'}	negative regulation of cytokine production	1	9.169	{'supercog3'}	1
GO:0001819	{'K'}	positive regulation of cytokine production	1	8.2103	{'supercog3'}	1
GO:0001822	{'D'}	kidney development	1	9.0873	{'supercog1'}	1
GO:0001823	{'D'}	mesonephros development	1	10.9859	{'supercog1'}	1
GO:0001824	{'D'}	blastocyst development	1	11.3663	{'supercog1'}	1
GO:0001825	{'D'}	blastocyst formation	1	13.1799	{'supercog1'}	1
GO:0001836	{'T'}	release of cytochrome c from mitochondria	1	11.51	{'supercog1'}	1
GO:0001837	{'D'}	epithelial to mesenchymal transition	1	10.8667	{'supercog1'}	1
GO:0001845	{'V', 'U'}	phagolysosome assembly	2	13.3663	{'supercog1'}	1
GO:0001867	{'W', 'T', 'V'}	complement activation, lectin pathway	3	12.1158	{'supercog1'}	1
GO:0001868	{'V'}	regulation of complement activation, lectin pathway	1	14.3174	{'supercog1'}	1
GO:0001875	{'G', 'I'}	lipopolysaccharide immune receptor activity	2	14.5238	{'supercog2'}	1
GO:0001878	{'T'}	response to yeast	1	14.3174	{'supercog1'}	1
GO:0001881	{'U'}	receptor recycling	1	11.798	{'supercog1'}	1
GO:0001882	{'F'}	nucleoside binding	1	5.0772	{'supercog2'}	1
GO:0001883	{'F'}	purine nucleoside binding	1	5.1309	{'supercog2'}	1
GO:0001885	{'D'}	endothelial cell development	1	11.7485	{'supercog1'}	1
GO:0001889	{'D'}	liver development	1	10.1002	{'supercog1'}	1
GO:0001890	{'D'}	placenta development	1	10.0345	{'supercog1'}	1
GO:0001891	{'M'}	phagocytic cup	1	12.3174	{'supercog1'}	1
GO:0001894	{'R'}	tissue homeostasis	1	8.7364	{'general function'}	1
GO:0001895	{'R'}	retina homeostasis	1	9.7938	{'general function'}	1
GO:0001897	{'V'}	cytolysis by symbiont of host cells	1	13.0543	{'supercog1'}	1
GO:0001906	{'V'}	cell killing	1		{'supercog1'}	1
GO:0001907	{'V'}	killing by symbiont of host cells	1	9.1826	{'supercog1'}	1
GO:0001909	{'V'}	leukocyte mediated cytotoxicity	1	10.1053	{'supercog1'}	1
GO:0001910	{'V'}	regulation of leukocyte mediated cytotoxicity	1	10.5448	{'supercog1'}	1
GO:0001911	{'V'}	negative regulation of leukocyte mediated cytotoxicity	1	13.5238	{'supercog1'}	1
GO:0001912	{'V'}	positive regulation of leukocyte mediated cytotoxicity	1	10.8844	{'supercog1'}	1
GO:0001913	{'V'}	T cell mediated cytotoxicity	1	11.3174	{'supercog1'}	1
GO:0001914	{'V'}	regulation of T cell mediated cytotoxicity	1	11.6544	{'supercog1'}	1
GO:0001916	{'V'}	positive regulation of T cell mediated cytotoxicity	1	11.7648	{'supercog1'}	1
GO:0001917	{'T'}	photoreceptor inner segment	1	11.6544	{'supercog1'}	1
GO:0001919	{'T'}	regulation of receptor recycling	1	12.4429	{'supercog1'}	1
GO:0001921	{'C', 'T', 'U'}	positive regulation of receptor recycling	3	13.9763	{'supercog2', 'supercog1'}	2
GO:0001932	{'O'}	regulation of protein phosphorylation	1	6.4744	{'supercog1'}	1
GO:0001933	{'O'}	negative regulation of protein phosphorylation	1	8.4845	{'supercog1'}	1
GO:0001934	{'O'}	positive regulation of protein phosphorylation	1	7.1118	{'supercog1'}	1
GO:0001935	{'D'}	endothelial cell proliferation	1	10.3725	{'supercog1'}	1
GO:0001936	{'D'}	regulation of endothelial cell proliferation	1	10.5448	{'supercog1'}	1
GO:0001937	{'D'}	negative regulation of endothelial cell proliferation	1	12.7648	{'supercog1'}	1
GO:0001938	{'D'}	positive regulation of endothelial cell proliferation	1	11.0345	{'supercog1'}	1
GO:0001944	{'D'}	vasculature development	1	7.8767	{'supercog1'}	1
GO:0001951	{'G'}	intestinal D-glucose absorption	1	15.6393	{'supercog2'}	1
GO:0001952	{'W'}	regulation of cell-matrix adhesion	1	10.7485	{'supercog1'}	1
GO:0001953	{'W'}	negative regulation of cell-matrix adhesion	1	12.4694	{'supercog1'}	1
GO:0001954	{'W'}	positive regulation of cell-matrix adhesion	1	11.7165	{'supercog1'}	1
GO:0001959	{'T'}	regulation of cytokine-mediated signaling pathway	1	9.3024	{'supercog1'}	1
GO:0001960	{'T'}	negative regulation of cytokine-mediated signaling pathway	1	9.7324	{'supercog1'}	1
GO:0001961	{'T'}	positive regulation of cytokine-mediated signaling pathway	1	12.0745	{'supercog1'}	1
GO:0001963	{'W', 'T'}	synaptic transmission, dopaminergic	2	12.1158	{'supercog1'}	1
GO:0001964	{'T'}	startle response	1	13.7007	{'supercog1'}	1
GO:0001965	{'T'}	G-protein alpha-subunit binding	1	12.5518	{'supercog1'}	1
GO:0001968	{'W'}	fibronectin binding	1	12.798	{'supercog1'}	1
GO:0001972	{'I'}	retinoic acid binding	1	12.4169	{'supercog2'}	1
GO:0001973	{'T'}	G protein-coupled adenosine receptor signaling pathway	1	12.4169	{'supercog1'}	1
GO:0001977	{'T'}	renal system process involved in regulation of blood volume	1	14.5238	{'supercog1'}	1
GO:0001990	{'T'}	regulation of systemic arterial blood pressure by hormone	1	11.9955	{'supercog1'}	1
GO:0002009	{'D'}	morphogenesis of an epithelium	1	8.0911	{'supercog1'}	1
GO:0002011	{'D'}	morphogenesis of an epithelial sheet	1	12.1582	{'supercog1'}	1
GO:0002020	{'O'}	protease binding	1	9.7485	{'supercog1'}	1
GO:0002026	{'T'}	regulation of the force of heart contraction	1	13.7648	{'supercog1'}	1
GO:0002027	{'T'}	regulation of heart rate	1	11.4694	{'supercog1'}	1
GO:0002028	{'P'}	regulation of sodium ion transport	1	11.4041	{'supercog2'}	1
GO:0002036	{'E', 'T', 'U'}	regulation of L-glutamate import across plasma membrane	3	16.2243	{'supercog2', 'supercog1'}	2
GO:0002037	{'E', 'T'}	negative regulation of L-glutamate import across plasma membrane	2		{'supercog2', 'supercog1'}	2
GO:0002039	{'O'}	p53 binding	1	11.9955	{'supercog1'}	1
GO:0002040	{'D'}	sprouting angiogenesis	1	10.0594	{'supercog1'}	1
GO:0002042	{'D'}	cell migration involved in sprouting angiogenesis	1	11.832	{'supercog1'}	1
GO:0002054	{'F'}	nucleobase binding	1	12.1368	{'supercog2'}	1
GO:0002060	{'F'}	purine nucleobase binding	1	12.4694	{'supercog2'}	1
GO:0002062	{'D'}	chondrocyte differentiation	1	10.9482	{'supercog1'}	1
GO:0002063	{'D'}	chondrocyte development	1	12.7648	{'supercog1'}	1
GO:0002064	{'D'}	epithelial cell development	1	9.3788	{'supercog1'}	1
GO:0002065	{'D'}	columnar/cuboidal epithelial cell differentiation	1	9.9955	{'supercog1'}	1
GO:0002072	{'D'}	optic cup morphogenesis involved in camera-type eye development	1	15.6393	{'supercog1'}	1
GO:0002080	{'U', 'M'}	acrosomal membrane	2	12.798	{'supercog1'}	1
GO:0002082	{'C'}	regulation of oxidative phosphorylation	1	11.2585	{'supercog2'}	1
GO:0002084	{'O'}	protein depalmitoylation	1	13.0543	{'supercog1'}	1
GO:0002088	{'D'}	lens development in camera-type eye	1	10.9669	{'supercog1'}	1
GO:0002089	{'D'}	lens morphogenesis in camera-type eye	1	13.2701	{'supercog1'}	1
GO:0002090	{'U'}	regulation of receptor internalization	1	12.2243	{'supercog1'}	1
GO:0002092	{'U'}	positive regulation of receptor internalization	1	13.6393	{'supercog1'}	1
GO:0002093	{'D'}	auditory receptor cell morphogenesis	1	12.247	{'supercog1'}	1
GO:0002094	{'I'}	polyprenyltransferase activity	1	11.7648	{'supercog2'}	1
GO:0002097	{'A', 'J'}	tRNA wobble base modification	2	8.0406	{'supercog3'}	1
GO:0002098	{'A', 'J'}	tRNA wobble uridine modification	2	8.3069	{'supercog3'}	1
GO:0002115	{'P'}	store-operated calcium entry	1	13.1368	{'supercog2'}	1
GO:0002119	{'D'}	nematode larval development	1	10.6096	{'supercog1'}	1
GO:0002134	{'G', 'F'}	UTP binding	2	15.2243	{'supercog2'}	1
GO:0002138	{'C', 'Q'}	retinoic acid biosynthetic process	2	12.3416	{'supercog2'}	1
GO:0002161	{'J'}	aminoacyl-tRNA editing activity	1	7.6506	{'supercog3'}	1
GO:0002164	{'D'}	larval development	1	10.2995	{'supercog1'}	1
GO:0002165	{'D'}	instar larval or pupal development	1	10.8667	{'supercog1'}	1
GO:0002168	{'D'}	instar larval development	1	14.0543	{'supercog1'}	1
GO:0002178	{'O'}	palmitoyltransferase complex	1	14.4169	{'supercog1'}	1
GO:0002181	{'J'}	cytoplasmic translation	1	7.9194	{'supercog3'}	1
GO:0002182	{'J'}	cytoplasmic translational elongation	1	10.3416	{'supercog3'}	1
GO:0002183	{'J'}	cytoplasmic translational initiation	1	9.3946	{'supercog3'}	1
GO:0002191	{'J'}	cap-dependent translational initiation	1	12.9763	{'supercog3'}	1
GO:0002196	{'J'}	Ser-tRNA(Ala) hydrolase activity	1	15.9023	{'supercog3'}	1
GO:0002200	{'W'}	somatic diversification of immune receptors	1	10.6929	{'supercog1'}	1
GO:0002204	{'L', 'W'}	somatic recombination of immunoglobulin genes involved in immune response	2	11.4299	{'supercog3', 'supercog1'}	2
GO:0002208	{'W'}	somatic diversification of immunoglobulins involved in immune response	1	11.4299	{'supercog1'}	1
GO:0002213	{'V'}	defense response to insect	1	13.6393	{'supercog1'}	1
GO:0002215	{'V'}	defense response to nematode	1	14.9023	{'supercog1'}	1
GO:0002218	{'W'}	activation of innate immune response	1	9.1262	{'supercog1'}	1
GO:0002220	{'W', 'T'}	innate immune response activating cell surface receptor signaling pathway	2	11.7165	{'supercog1'}	1
GO:0002221	{'W', 'T'}	pattern recognition receptor signaling pathway	2	9.662	{'supercog1'}	1
GO:0002223	{'T'}	stimulatory C-type lectin receptor signaling pathway	1	11.9205	{'supercog1'}	1
GO:0002224	{'W', 'T'}	toll-like receptor signaling pathway	2	10.2299	{'supercog1'}	1
GO:0002227	{'W', 'T', 'V'}	innate immune response in mucosa	3	12.3663	{'supercog1'}	1
GO:0002228	{'W', 'T', 'V'}	natural killer cell mediated immunity	3	11.5238	{'supercog1'}	1
GO:0002230	{'V'}	positive regulation of defense response to virus by host	1	13.095	{'supercog1'}	1
GO:0002232	{'W', 'V'}	leukocyte chemotaxis involved in inflammatory response	2	16.2243	{'supercog1'}	1
GO:0002237	{'T'}	response to molecule of bacterial origin	1	8.3804	{'supercog1'}	1
GO:0002238	{'T'}	response to molecule of fungal origin	1	13.3663	{'supercog1'}	1
GO:0002244	{'D'}	hematopoietic progenitor cell differentiation	1	10.8234	{'supercog1'}	1
GO:0002250	{'W', 'T'}	adaptive immune response	2	7.6123	{'supercog1'}	1
GO:0002251	{'W', 'T'}	organ or tissue specific immune response	2	11.7485	{'supercog1'}	1
GO:0002252	{'W'}	immune effector process	1	6.5426	{'supercog1'}	1
GO:0002253	{'W'}	activation of immune response	1	7.69	{'supercog1'}	1
GO:0002260	{'W'}	lymphocyte homeostasis	1	11.095	{'supercog1'}	1
GO:0002262	{'W'}	myeloid cell homeostasis	1	9.5554	{'supercog1'}	1
GO:0002263	{'T'}	cell activation involved in immune response	1	7.8054	{'supercog1'}	1
GO:0002269	{'W', 'T', 'V'}	leukocyte activation involved in inflammatory response	3	12.2243	{'supercog1'}	1
GO:0002274	{'W', 'T'}	myeloid leukocyte activation	2	7.9366	{'supercog1'}	1
GO:0002275	{'W', 'T'}	myeloid cell activation involved in immune response	2	8.2672	{'supercog1'}	1
GO:0002276	{'W', 'T'}	basophil activation involved in immune response	2	15.4169	{'supercog1'}	1
GO:0002279	{'W', 'T'}	mast cell activation involved in immune response	2	11.9389	{'supercog1'}	1
GO:0002281	{'W', 'T'}	macrophage activation involved in immune response	2	13.9023	{'supercog1'}	1
GO:0002283	{'W', 'T'}	neutrophil activation involved in immune response	2	8.4201	{'supercog1'}	1
GO:0002285	{'W', 'T'}	lymphocyte activation involved in immune response	2	9.6544	{'supercog1'}	1
GO:0002286	{'W', 'T'}	T cell activation involved in immune response	2	10.4964	{'supercog1'}	1
GO:0002287	{'W', 'T'}	alpha-beta T cell activation involved in immune response	2	11.3054	{'supercog1'}	1
GO:0002291	{'W', 'T'}	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	2	14.3174	{'supercog1'}	1
GO:0002292	{'W', 'T'}	T cell differentiation involved in immune response	2	11.169	{'supercog1'}	1
GO:0002293	{'W', 'T'}	alpha-beta T cell differentiation involved in immune response	2	11.3054	{'supercog1'}	1
GO:0002294	{'W', 'T'}	CD4-positive, alpha-beta T cell differentiation involved in immune response	2	11.3174	{'supercog1'}	1
GO:0002295	{'D', 'W'}	T-helper cell lineage commitment	2	13.095	{'supercog1'}	1
GO:0002312	{'W', 'T'}	B cell activation involved in immune response	2	10.8844	{'supercog1'}	1
GO:0002313	{'W', 'T'}	mature B cell differentiation involved in immune response	2	12.9389	{'supercog1'}	1
GO:0002315	{'W', 'T'}	marginal zone B cell differentiation	2	14.5238	{'supercog1'}	1
GO:0002320	{'D'}	lymphoid progenitor cell differentiation	1	14.0543	{'supercog1'}	1
GO:0002328	{'D'}	pro-B cell differentiation	1	14.7648	{'supercog1'}	1
GO:0002335	{'W', 'T'}	mature B cell differentiation	2	12.832	{'supercog1'}	1
GO:0002360	{'D'}	T cell lineage commitment	1	12.5804	{'supercog1'}	1
GO:0002363	{'D'}	alpha-beta T cell lineage commitment	1	12.7007	{'supercog1'}	1
GO:0002366	{'W', 'T'}	leukocyte activation involved in immune response	2	7.8064	{'supercog1'}	1
GO:0002367	{'W', 'T', 'K'}	cytokine production involved in immune response	3	9.8711	{'supercog3', 'supercog1'}	2
GO:0002369	{'W', 'T', 'K'}	T cell cytokine production	3	10.7731	{'supercog3', 'supercog1'}	2
GO:0002376	{'W'}	immune system process	1		{'supercog1'}	1
GO:0002377	{'W', 'K'}	immunoglobulin production	2	9.5066	{'supercog3', 'supercog1'}	2
GO:0002381	{'W', 'K'}	immunoglobulin production involved in immunoglobulin-mediated immune response	2	11.247	{'supercog3', 'supercog1'}	2
GO:0002385	{'W', 'T'}	mucosal immune response	2	11.798	{'supercog1'}	1
GO:0002407	{'W'}	dendritic cell chemotaxis	1	13.4694	{'supercog1'}	1
GO:0002429	{'W', 'T'}	immune response-activating cell surface receptor signaling pathway	2	8.6968	{'supercog1'}	1
GO:0002430	{'W', 'T'}	complement receptor mediated signaling pathway	2	14.7648	{'supercog1'}	1
GO:0002431	{'W', 'T'}	Fc receptor mediated stimulatory signaling pathway	2	10.7405	{'supercog1'}	1
GO:0002433	{'W'}	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	1	10.7813	{'supercog1'}	1
GO:0002437	{'W', 'T', 'V'}	inflammatory response to antigenic stimulus	3	11.832	{'supercog1'}	1
GO:0002438	{'W', 'T', 'V'}	acute inflammatory response to antigenic stimulus	3	12.7648	{'supercog1'}	1
GO:0002440	{'W', 'K'}	production of molecular mediator of immune response	2	8.6225	{'supercog3', 'supercog1'}	2
GO:0002443	{'W'}	leukocyte mediated immunity	1	7.3439	{'supercog1'}	1
GO:0002444	{'W'}	myeloid leukocyte mediated immunity	1	8.2215	{'supercog1'}	1
GO:0002446	{'W'}	neutrophil mediated immunity	1	8.3416	{'supercog1'}	1
GO:0002448	{'W'}	mast cell mediated immunity	1	12.0543	{'supercog1'}	1
GO:0002449	{'W'}	lymphocyte mediated immunity	1	8.3647	{'supercog1'}	1
GO:0002455	{'W', 'T'}	humoral immune response mediated by circulating immunoglobulin	2	9.4041	{'supercog1'}	1
GO:0002456	{'W', 'T'}	T cell mediated immunity	2	10.1158	{'supercog1'}	1
GO:0002460	{'W', 'T'}	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2	8.3493	{'supercog1'}	1
GO:0002474	{'W'}	antigen processing and presentation of peptide antigen via MHC class I	1	10.1262	{'supercog1'}	1
GO:0002475	{'W'}	antigen processing and presentation via MHC class Ib	1	11.4964	{'supercog1'}	1
GO:0002478	{'W'}	antigen processing and presentation of exogenous peptide antigen	1	10.6468	{'supercog1'}	1
GO:0002479	{'W'}	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	1	11.7648	{'supercog1'}	1
GO:0002483	{'W'}	antigen processing and presentation of endogenous peptide antigen	1	11.2585	{'supercog1'}	1
GO:0002495	{'W'}	antigen processing and presentation of peptide antigen via MHC class II	1	11.2585	{'supercog1'}	1
GO:0002504	{'W'}	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	1	11.0148	{'supercog1'}	1
GO:0002520	{'W'}	immune system development	1	7.2278	{'supercog1'}	1
GO:0002521	{'D'}	leukocyte differentiation	1	8.0003	{'supercog1'}	1
GO:0002523	{'W', 'V'}	leukocyte migration involved in inflammatory response	2	13.7007	{'supercog1'}	1
GO:0002526	{'V'}	acute inflammatory response	1	9.8234	{'supercog1'}	1
GO:0002532	{'V'}	production of molecular mediator involved in inflammatory response	1	10.8064	{'supercog1'}	1
GO:0002534	{'K'}	cytokine production involved in inflammatory response	1	11.2356	{'supercog3'}	1
GO:0002548	{'W'}	monocyte chemotaxis	1	10.8492	{'supercog1'}	1
GO:0002562	{'L', 'W'}	somatic diversification of immune receptors via germline recombination within a single locus	2	10.8755	{'supercog3', 'supercog1'}	2
GO:0002573	{'D'}	myeloid leukocyte differentiation	1	9.2935	{'supercog1'}	1
GO:0002576	{'U'}	platelet degranulation	1	11.0148	{'supercog1'}	1
GO:0002637	{'W', 'K'}	regulation of immunoglobulin production	2	11.0246	{'supercog3', 'supercog1'}	2
GO:0002639	{'W', 'K'}	positive regulation of immunoglobulin production	2	11.2243	{'supercog3', 'supercog1'}	2
GO:0002673	{'V'}	regulation of acute inflammatory response	1	11.4041	{'supercog1'}	1
GO:0002682	{'W', 'T'}	regulation of immune system process	2	6.2137	{'supercog1'}	1
GO:0002683	{'W'}	negative regulation of immune system process	1	7.9516	{'supercog1'}	1
GO:0002684	{'W'}	positive regulation of immune system process	1	6.747	{'supercog1'}	1
GO:0002685	{'W', 'T'}	regulation of leukocyte migration	2	9.3114	{'supercog1'}	1
GO:0002686	{'W'}	negative regulation of leukocyte migration	1	11.2818	{'supercog1'}	1
GO:0002687	{'W'}	positive regulation of leukocyte migration	1	9.8711	{'supercog1'}	1
GO:0002688	{'T', 'W', 'N'}	regulation of leukocyte chemotaxis	3	9.9389	{'supercog1'}	1
GO:0002690	{'W', 'N'}	positive regulation of leukocyte chemotaxis	2	10.3355	{'supercog1'}	1
GO:0002691	{'W', 'T'}	regulation of cellular extravasation	2	12.1158	{'supercog1'}	1
GO:0002694	{'W', 'T'}	regulation of leukocyte activation	2	7.8287	{'supercog1'}	1
GO:0002695	{'W', 'T'}	negative regulation of leukocyte activation	2	9.5518	{'supercog1'}	1
GO:0002696	{'W', 'T'}	positive regulation of leukocyte activation	2	8.4561	{'supercog1'}	1
GO:0002697	{'W', 'T'}	regulation of immune effector process	2	8.1131	{'supercog1'}	1
GO:0002698	{'W'}	negative regulation of immune effector process	1	9.9159	{'supercog1'}	1
GO:0002699	{'W'}	positive regulation of immune effector process	1	9.0345	{'supercog1'}	1
GO:0002700	{'W', 'K'}	regulation of production of molecular mediator of immune response	2	9.3508	{'supercog3', 'supercog1'}	2
GO:0002701	{'W', 'K'}	negative regulation of production of molecular mediator of immune response	2	11.5238	{'supercog3', 'supercog1'}	2
GO:0002702	{'W', 'K'}	positive regulation of production of molecular mediator of immune response	2	9.7813	{'supercog3', 'supercog1'}	2
GO:0002703	{'W', 'T'}	regulation of leukocyte mediated immunity	2	9.3144	{'supercog1'}	1
GO:0002704	{'W'}	negative regulation of leukocyte mediated immunity	1	11.4561	{'supercog1'}	1
GO:0002705	{'W'}	positive regulation of leukocyte mediated immunity	1	9.8149	{'supercog1'}	1
GO:0002706	{'W', 'T'}	regulation of lymphocyte mediated immunity	2	9.6393	{'supercog1'}	1
GO:0002707	{'W'}	negative regulation of lymphocyte mediated immunity	1	11.7007	{'supercog1'}	1
GO:0002708	{'W'}	positive regulation of lymphocyte mediated immunity	1	10.1421	{'supercog1'}	1
GO:0002709	{'W', 'T'}	regulation of T cell mediated immunity	2	10.4964	{'supercog1'}	1
GO:0002710	{'W', 'T'}	negative regulation of T cell mediated immunity	2	12.4694	{'supercog1'}	1
GO:0002711	{'W', 'T'}	positive regulation of T cell mediated immunity	2	11.1158	{'supercog1'}	1
GO:0002712	{'W', 'T'}	regulation of B cell mediated immunity	2	11.3539	{'supercog1'}	1
GO:0002714	{'W', 'T'}	positive regulation of B cell mediated immunity	2	11.6544	{'supercog1'}	1
GO:0002715	{'V'}	regulation of natural killer cell mediated immunity	1	12.0543	{'supercog1'}	1
GO:0002716	{'V'}	negative regulation of natural killer cell mediated immunity	1	13.7648	{'supercog1'}	1
GO:0002718	{'W', 'T', 'K'}	regulation of cytokine production involved in immune response	3	10.0295	{'supercog3', 'supercog1'}	2
GO:0002719	{'W', 'T', 'K'}	negative regulation of cytokine production involved in immune response	3	11.8667	{'supercog3', 'supercog1'}	2
GO:0002720	{'W', 'T', 'K'}	positive regulation of cytokine production involved in immune response	3	10.6544	{'supercog3', 'supercog1'}	2
GO:0002724	{'W', 'T', 'K'}	regulation of T cell cytokine production	3	10.9389	{'supercog3', 'supercog1'}	2
GO:0002726	{'W', 'T', 'K'}	positive regulation of T cell cytokine production	3	11.6393	{'supercog3', 'supercog1'}	2
GO:0002752	{'W', 'T'}	cell surface pattern recognition receptor signaling pathway	2	14.7648	{'supercog1'}	1
